name,zip,orders,month,delivery_service
Meidlinger Deewan,1120,7,2,competition
Come Wok,1170,496,2,competition
Pizzeria Aladdin,1230,1318,2,competition
Asiagourmet,1220,95,2,competition
Jia Restaurant,1070,36,2,competition
Lava Pizza - Grill und Burger,4020,378,2,competition
Opernschnitzel,1040,11,2,competition
Tasty Asia,1160,425,2,competition
Pizzeria La Spiga,1080,281,2,competition
Pizza Planet,2540,337,2,competition
Pizzeria Little Eataly,9020,129,2,competition
Krazy Kitchen,1030,592,2,competition
Gasthaus zur Traube,8053,9,2,competition
Tasty-Burger,1020,88,2,competition
Dolce Vita Graz,8020,1532,2,competition
Mr. Nam,1100,187,2,competition
Efos Pizza-Kebap,4070,131,2,competition
Allianz Bäckerei,4040,5,2,competition
Riccardo - Kaffee - Pizzeria,8160,11,2,competition
Die Bausatz Lokale,8010,7,2,competition
Er Ay Kebab Pizza Hause,2630,165,2,competition
Qingo Asia Imbiss,6020,713,2,competition
Pizzahaus,2540,623,2,competition
KIMI,1170,1504,2,competition
Loving Hut,1100,96,2,competition
Il Giardino,6700,452,2,competition
Mumbai Cuisine,8010,13,2,competition
Sen Kebap und Pizza Laden,2630,124,2,competition
Palas Restaurant,4053,101,2,competition
Venezzia,3390,260,2,competition
7Days Pizza,1030,202,2,competition
Pauli Stube,5020,144,2,competition
Denis Cafe & Restaurant,1160,12,2,competition
Pizzeria Di Carni,1100,174,2,competition
Tamara,1100,80,2,competition
Pizzeria Milano,3321,37,2,competition
Gösser Stüberl,8010,548,2,competition
Happy Energy,6020,14,2,competition
Pizzeria zum Mafiosi,4020,157,2,competition
Liebhaberei Linz,4020,639,2,competition
Berks,6840,436,2,competition
Il Gusto Knittelfeld,8720,218,2,competition
Salettl,3002,57,2,competition
Fresh One Pot Kitchen,1010,10,2,competition
Pizza & Kebap Haus Hausmening,3363,179,2,competition
Asia Garten,1180,112,2,competition
Wok & More,1010,259,2,competition
Happy Family,3100,906,2,competition
Pizza Milano Linz,4020,439,2,competition
Pizzeria Maria,6020,104,2,competition
Il Dottore,6020,779,2,competition
Wrap Factory,2700,72,2,competition
Ristorante Il Padrino,8501,338,2,competition
Castello Kink-Snacks,6330,603,2,competition
Ristorante Pizzeria Magno,5020,10,2,competition
Happy Asia Salzburg,5020,901,2,competition
Arbaillo,1020,425,2,competition
Vapiano,1150,439,2,competition
Marco Polo,4020,804,2,competition
Trattoria Domani Salzburg,5020,142,2,competition
Aegaeis - Greek Grill,8020,13,2,competition
Asia Bistro,1030,5,2,competition
Lord of S,1010,8,2,competition
China Restaurant Tai Yang,4030,1448,2,competition
Pizzanista,3251,389,2,competition
Asia Restaurant Jin,1170,10,2,competition
Venezia,3435,111,2,competition
Blunzenstricker,1160,273,2,competition
Da Luigi,1090,364,2,competition
Mr. Chen,7011,760,2,competition
Pizza Zeit,1200,8,2,competition
Cafe Konditorei Törtchen,6020,13,2,competition
Kebap Store,1050,323,2,competition
Ferdls Restaurant,8054,245,2,competition
Genusseck Trumau,2521,184,2,competition
Draxler Geflügel,8020,83,2,competition
Wilding im Hof - FETT ESSEN,8010,723,2,competition
Ünlü Kebap,1110,10,2,competition
McDonald's®,9020,84,2,competition
Wok & Roll,4600,989,2,competition
Yummy Noodles,6020,278,2,competition
Wen's Nudeln,1180,297,2,competition
Tasties,6020,7,2,competition
Bella Venezia,2253,515,2,competition
Yazu Japanese Cuisine,2500,891,2,competition
Bambus To Go,1090,5,2,competition
MyFelix,2603,1136,2,competition
La Bella,4223,791,2,competition
Pizzeria Maurizio,6020,929,2,competition
Pizzeria Lorenzo,3180,143,2,competition
Il Teatro,4020,14,2,competition
Skadarlija Grill,5020,126,2,competition
Alkexpress Graz,8010,563,2,competition
eleven,8010,14,2,competition
Bistro Reichenau,6020,59,2,competition
Salieri Pizzeria Trattoria,1010,369,2,competition
Mian Noodle & Rice,1220,978,2,competition
Michelangelo - Pizza und warme Küche,1210,739,2,competition
Plutzer Bräu Wien,1070,391,2,competition
Wasabi Restaurant,1210,512,2,competition
Trattoria Sole,8010,72,2,competition
Kenny's,1040,121,2,competition
Arian's Restaurant,3433,230,2,competition
Ristorante Pizzeria La Perla,1160,481,2,competition
Pizzeria di Parma,1160,819,2,competition
Xin Chao Vietnamese Cuisine,1060,595,2,competition
Umut Kebap House,5020,7,2,competition
San Banditto,1110,754,2,competition
Casa Frascati,1170,496,2,competition
BOWL - GRAZ HAUPTPLATZ,8010,202,2,competition
Wang Fu Asian Food,6020,120,2,competition
Pizza Side,8020,107,2,competition
Phoenix Restaurant,1180,3,2,competition
Casa Alberto,1040,629,2,competition
McDonald's®,1150,1758,2,competition
Euro Fastfood,5640,14,2,competition
Doy Doy Pizza & Kebap,4600,574,2,competition
Doar,6850,484,2,competition
Pizzeria Valentino,3100,13,2,competition
Waldschenke,6100,8,2,competition
Mevlana Holzofen Restaurant,3107,31,2,competition
Best Food Grill 6,8010,20,2,competition
Pizza Flitzer,1140,138,2,competition
Restaurant Odysseus auf Santorin,2000,298,2,competition
Café & Bistro Thomas,5020,8,2,competition
Kartonage Kitchen,1070,328,2,competition
Döner Mann,5020,498,2,competition
Jay's Haus,6330,1137,2,competition
Eli's,8010,163,2,competition
Markos Fisch & Grill,4050,211,2,competition
LiLi Restaurant,1090,94,2,competition
Issey Sushi,1170,527,2,competition
Pasta Pasta,2351,231,2,competition
Restaurant Pizzeria il Giardino,1130,196,2,competition
Euro Imbiss,2435,118,2,competition
BURGER KING ®,1110,136,2,competition
Don Camillo,8075,506,2,competition
Pho Ever,1220,127,2,competition
Ristorante Surace LentiaCity,4040,151,2,competition
Take n' Taste,1230,254,2,competition
Shabu Shabu,1060,218,2,competition
Silver Spoon Pizzeria & Restaurant,5730,298,2,competition
Restaurant Hendl-Eck,8010,993,2,competition
Linzer Geflügel & Fisch Imbiss,1140,294,2,competition
Pizzeria Minante,1070,404,2,competition
Pizzeria Maria - Das Original,8073,674,2,competition
Himalaya Masala,8010,474,2,competition
Pizzeria Casa Frascati,1100,634,2,competition
Goldener Apfel,8010,12,2,competition
das Ferment,1020,12,2,competition
Uni Pizza,4040,426,2,competition
Hitomi,1090,13,2,competition
Guru,1080,33,2,competition
Schabanack - Pizza und Kebap,8720,485,2,competition
Asia World,1090,156,2,competition
Gart Bistro,6841,531,2,competition
Charlyfresh,1010,162,2,competition
Pizzeria Trattoria Da Vinci,5162,715,2,competition
Flamingo,4210,1124,2,competition
Pizza & Kebab San Sebaste,3710,111,2,competition
tamu sana,4040,89,2,competition
Gusto Antico,5020,289,2,competition
Restaurant Monaliza,8454,53,2,competition
Albatros,3244,9,2,competition
Tokyo Running Buffet,3300,557,2,competition
Nachbarn,1210,843,2,competition
Restaurant Ecke,1120,469,2,competition
Royal Pizza Kebap,4300,286,2,competition
Wok on Fire,2351,89,2,competition
Pizzeria Arena,8402,368,2,competition
Benvenuto,1160,88,2,competition
Pizzeria Antonello,3003,286,2,competition
Lalibela,1180,346,2,competition
PizzaZeit,6912,615,2,competition
Shandies Hollywood,1080,40,2,competition
Akdag Kebap,8020,196,2,competition
Cool Pizza & Kebap,2700,220,2,competition
Happy Hut,6300,483,2,competition
Cukur,1200,14,2,competition
Ciao Pella,5202,982,2,competition
Vietnam Küche,5101,32,2,competition
Sophienalpe,1140,11,2,competition
City King Beef and More,1190,30,2,competition
Mo Chicken,5280,309,2,competition
Pizzeria Don Giovanni,8160,792,2,competition
bros. italian bistro,1190,7,2,competition
Kaoo Restaurant,1070,335,2,competition
Pizzeria da Lontano,4663,391,2,competition
The Perfect Bite,8020,137,2,competition
Ukiyo Café Bistro,1040,61,2,competition
Dr. Burger,1220,743,2,competition
Helin City Kebap,6900,523,2,competition
WILDING - FETT ESSEN,8010,349,2,competition
Yamamoto,8010,8,2,competition
Pizza on Tour,1220,707,2,competition
Real 80's Sushi & Wok Haus,5020,269,2,competition
Yun Asia Restaurant,6020,1332,2,competition
Stern Pizza,5020,76,2,competition
Hollywood Pizza & Burger,2020,369,2,competition
Mr. Noodle,1090,170,2,competition
Fresh Asia Wok&Sushi,1080,112,2,competition
Ni Jo simply asian,1030,1763,2,competition
Kai's Asian Food,1070,29,2,competition
La Stella,1210,961,2,competition
Mnozil's Gastwirtschaft zum Kellergwölb,1010,338,2,competition
Schnitzelpalast,1030,332,2,competition
Pizzahouse & Burger,4614,444,2,competition
Gaiser Stüble,6719,4,2,competition
Pizza Del Villaggio,6800,1245,2,competition
Antonios,7142,192,2,competition
Don Camillo Krems,3500,132,2,competition
Like Pizza und Kebab,8055,274,2,competition
Siby's Genusswelt,2700,396,2,competition
Pizzeria Ristorante Il Delfino,1200,182,2,competition
Euro kebap,8010,12,2,competition
Pizzeria Sara,3481,622,2,competition
Restaurant Smile,3910,191,2,competition
Burgerista,8010,1171,2,competition
Tivoli,3550,311,2,competition
Al Capone Pizza & Kebap,1210,9,2,competition
Pizzeria Restaurant Prestige,1100,339,2,competition
Restaurant Sokrates,1040,10,2,competition
Phil's American Diner,6020,1245,2,competition
Pizzeria Il Tramonto,2500,684,2,competition
Pizza Imbiss Wien,1160,223,2,competition
Restaurant Laa,1100,5,2,competition
Pizzeria Donatello,4020,116,2,competition
7-Stairs,1140,126,2,competition
Ribelli - Cucina Popolare,1070,337,2,competition
Nam Nam Deli,1230,198,2,competition
Burgerbar,3300,35,2,competition
Neun Kebab,3430,1708,2,competition
Köy Restaurant,1100,356,2,competition
Factory Kitchen,1220,197,2,competition
Rakki Sushi & WOK,1020,114,2,competition
City Kebap Citygate,1220,209,2,competition
Thomas Pizza,5550,83,2,competition
Pizzeria La Casa,8401,580,2,competition
Gasthaus Krone,6842,918,2,competition
Old Dutch American Style,8605,1819,2,competition
Curry n Masala,1030,316,2,competition
Ramundi,1230,211,2,competition
Hana's Rasoi Indisches Restaurant,5020,312,2,competition
Golden Pizzeria Burger,3464,37,2,competition
Pizzeria David Urfahr,4040,1314,2,competition
Viet To Go,6330,68,2,competition
Gasthaus B,4020,26,2,competition
Schnitzel Plaza,1170,434,2,competition
Chinarestaurant Jade,1100,99,2,competition
Asia Küche,1110,150,2,competition
Piano Ristorante Pizzeria,8522,236,2,competition
Genuss für z' Haus,1100,180,2,competition
Restaurant Everest,5020,961,2,competition
Restaurant San Marino,1140,1045,2,competition
Pizzeria Ristorante Dilyano,8362,365,2,competition
Daily Spice,1140,773,2,competition
Texas Xl Burger,2700,663,2,competition
Alser Backshop,1170,105,2,competition
Captain's Riff,8010,81,2,competition
Lindt Boutique,1130,29,2,competition
Casa Transilvania,5280,111,2,competition
Uncle Van - Nonntal,5020,335,2,competition
King of Kebap,9020,104,2,competition
Pizza Pasa,6700,250,2,competition
L'Osteria,8010,1523,2,competition
Mosquito Mexican Restaurant,1050,934,2,competition
La Fiesta,4020,1002,2,competition
Kolbe-Persisches Grillhaus,8020,272,2,competition
Bistro Endach,6330,358,2,competition
BrötchenWelt,1090,554,2,competition
Sunrise,3170,124,2,competition
Ikra's Burger und Pizza,1110,56,2,competition
Pizzeria Trattoria Pronto,9020,845,2,competition
La Palma Pizzeria,4860,599,2,competition
Pizza Bob & Kebab,5020,84,2,competition
Mac Grill Bregenz,6900,180,2,competition
Wagner's Kitchen,1050,153,2,competition
Don Camillo,1060,484,2,competition
Bosphorus,6262,217,2,competition
Zum Mandarin,8054,372,2,competition
Fast & Good,1100,724,2,competition
Shu,1040,9,2,competition
New India Restaurant,6020,188,2,competition
Wok Sushi Speising,1230,480,2,competition
Casa Sapore,1200,236,2,competition
La Mia - Ristorante con Pizza,1070,10,2,competition
Restaurant Koinonia,1180,566,2,competition
Mameki,2630,238,2,competition
Arriba & Divan Restaurant,4020,32,2,competition
Asian One sinn,1090,198,2,competition
Wiener Stüberl,1030,1589,2,competition
Dosho's Kebap & Schnitzel,1210,5,2,competition
Fallaloon Restaurant,9020,1247,2,competition
Pizza Eck,1160,311,2,competition
Akakiko,1030,1923,2,competition
Da Contessa Heiligenstädterstrasse,1190,685,2,competition
Akafuk Sushi,1230,224,2,competition
Superpanda,4020,322,2,competition
Bella India & Santi,1030,159,2,competition
Lex Mex,6500,138,2,competition
Pizzeria Voliamo,1050,944,2,competition
Wings & Schnitzel,1100,240,2,competition
Mistyria Cafe Restaurant,8010,253,2,competition
Noodlebox,8055,30,2,competition
Momo's Restaurant,8051,1244,2,competition
Gambaro Rosso,8042,743,2,competition
Pizza Express Glory Lienz,9900,13,2,competition
Sara Pizza & Kebap,2640,186,2,competition
McDonald's®,1200,842,2,competition
Thomawirt,8010,13,2,competition
McDonald's®,1110,188,2,competition
Mr Döner's,1020,148,2,competition
Pizzeria Carestia,1020,48,2,competition
Kocak Pizza House,4050,725,2,competition
Principe,1170,284,2,competition
Bellys 2,8020,15,2,competition
Noodle King,1090,10,2,competition
Pizza Service Candela,1150,28,2,competition
Beladi Café & Restaurant,1100,10,2,competition
Il Padrino,5020,11,2,competition
A-Pizza,6410,479,2,competition
Rosamunde Kebab & Pizza,8605,1062,2,competition
Kaffeesiederei Schraußer,8010,3,2,competition
Sarastro,5020,28,2,competition
Room,2552,588,2,competition
Bedo Pizzeria & Kebaphaus,4663,274,2,competition
Comida,8055,17,2,competition
Cardoloni,4600,669,2,competition
Pizza City,1160,235,2,competition
Vatra Grill,1120,35,2,competition
Gasthaus Grabmüller,1190,27,2,competition
Delicious Schnitzel & Burger,1110,2124,2,competition
Mett Grill,4923,23,2,competition
Café Fellini,1020,56,2,competition
China Restaurant Imperium,8010,2378,2,competition
Indian Restaurant OM,1010,11,2,competition
Pizza Brixlegg,6230,248,2,competition
By The Way,1050,6,2,competition
Grillbaba,1160,12,2,competition
Pizza Star,2380,421,2,competition
Pizza Mann,1020,175,2,competition
L'asino che ride,1010,557,2,competition
Schnitzelhaus Bruck,2460,487,2,competition
WoW Thai-Kitchen Linz,4020,801,2,competition
Pizza Dschungel,4451,530,2,competition
Family Asia Restaurant,1050,315,2,competition
Isaan Thai,8010,436,2,competition
MOZAIK Cafe & Restaurant,1020,206,2,competition
StiersKraft,1090,6,2,competition
Casa Nino,1140,89,2,competition
La Rosina,4052,283,2,competition
Pizza Tyom,3100,1260,2,competition
Pizzeria Zentrum,8650,520,2,competition
Ritterwirt Graz,8010,215,2,competition
Hotline 5 Pizzeria & Burger House,1050,484,2,competition
Restaurant Mauer - Das Beste Asiens,1230,735,2,competition
Jiang,1030,700,2,competition
eat-bio,1120,769,2,competition
Kathmandu Restaurant & Bar,5020,248,2,competition
Zu den 3 goldenen Kugeln,1110,4,2,competition
Rennas Kebap Haus,9020,111,2,competition
Muuh Burger,1220,433,2,competition
Urban Pizza,1190,281,2,competition
Pizzeria San Marco,9220,30,2,competition
Pizzaria Trattoria La Scala,1010,11,2,competition
Rosamunde Kebap,8054,6,2,competition
Pizzeria Ristorante Vulcano di Sapori,1180,484,2,competition
my Indigo Europark,5020,5,2,competition
Asia Imbiss Rosi,2514,463,2,competition
Don Camillo,8530,108,2,competition
Maldia's Grillstation,6845,32,2,competition
Süzgen Kebap,1120,7,2,competition
Schiller's,4020,31,2,competition
mybroetchen,2700,32,2,competition
Pizza Mann,6020,554,2,competition
Fuzo Gattendorf,2474,479,2,competition
1001 nacht,1170,76,2,competition
Seven North,1070,116,2,competition
El Paso,4600,491,2,competition
Ceylon Curry,8020,11,2,competition
WOK & Fries,6850,656,2,competition
Bukowina Restaurant,1010,64,2,competition
WOK'IN,1070,475,2,competition
Formosa Food,1060,1088,2,competition
McDonald's®,1090,250,2,competition
Pizzeria Pino,1020,162,2,competition
Reformhaus Buchmüller,1070,119,2,competition
Glorious Bastards,5020,7,2,competition
Fandl Hendl,8045,231,2,competition
Pizzeria Pozzuoli,1030,278,2,competition
Pizzeria Kemos,4810,298,2,competition
Daily's Hard,6971,610,2,competition
McDonald's®,5020,452,2,competition
Jimmy's Pizzeria seit 2002 Ried im Traunkreis,4551,1511,2,competition
Sägewerk Sport,8010,295,2,competition
Satraj - Indisches Restaurant,1030,1464,2,competition
Marienhof,1080,75,2,competition
Mamas Ramen Sushi Bar,1010,57,2,competition
Lezzet Kebap & Pizza,2700,162,2,competition
Mevlana Kebap-Pizza,2620,307,2,competition
Pizzeria Gabriel,4400,318,2,competition
Pizzeria Kebab Haus Sara,8570,377,2,competition
Waldviertlerstuben,2103,106,2,competition
Spice of India,1040,27,2,competition
Bedo Pizzeria & Kebaphaus,4810,370,2,competition
Carbone,5020,1308,2,competition
my Indigo Promenaden Galerien,4020,1250,2,competition
Huy cook & eat,5020,562,2,competition
Schutzhaus Gross-Jedlersdorf,1210,824,2,competition
Original Berliner Gemüse Döner,4400,303,2,competition
Wood & Stone,2380,502,2,competition
Pizza Brothers Burger,1210,239,2,competition
Venuss Bistro,1190,49,2,competition
NAZAR - Unterwaltersdorf,2442,748,2,competition
Zushi Buffet,1200,8,2,competition
Spear Wien,1070,140,2,competition
Il Tricolore,5020,77,2,competition
Börsecaffé,1010,10,2,competition
Restaurant David,8200,462,2,competition
Capri,1190,261,2,competition
Stewart Bistro & Take away,1020,207,2,competition
Everest Inn - Sillpark,6020,50,2,competition
Vina Restaurant,8020,99,2,competition
Screamin Italian,2540,707,2,competition
Die Demirkoca's,2483,146,2,competition
Konoba 25,5020,2,2,competition
Pizza und Kebap Studio,8042,737,2,competition
Pizzeria Bella Roma,1210,1107,2,competition
Osteria Il Piacere,2340,34,2,competition
Floridsdorf Food Point,1210,106,2,competition
Nematis,6020,50,2,competition
Sake,1070,569,2,competition
the italian,8020,463,2,competition
König Kebap&Pizzahaus,9500,11,2,competition
Zum Goldenen Drachen,3250,619,2,competition
Piccola Casa,6020,10,2,competition
China Restaurant Szechuan,8020,233,2,competition
Asia Wok Restaurant China Court,4020,800,2,competition
Zanetti,5020,207,2,competition
Peppone,8010,8,2,competition
"Cafe, Grill & Pizza Memo",1160,930,2,competition
Restaurant Akropolis,2340,1206,2,competition
Konya Sofrasi,1160,287,2,competition
Kebap Del Mar,1100,505,2,competition
Bella Pizza,4020,267,2,competition
Restaurant Demiri,8020,76,2,competition
Salud Homeservice,9020,660,2,competition
Da Vinci Restaurant Koblach,6842,491,2,competition
Pizzeria Don Pablo,1100,34,2,competition
Pizzeria Casanova,1070,58,2,competition
Schnitzelimbiss,2500,1319,2,competition
Mosaik Kebap,2700,155,2,competition
I Ragazzi,1070,388,2,competition
Restaurant Fengshui,1220,1209,2,competition
Star Kebap,9500,476,2,competition
ra'mien go,1010,1004,2,competition
Pizzeria Milano,2230,223,2,competition
DELUXE-Pizza-Kebab-Burger,1220,681,2,competition
Hot4you,6700,373,2,competition
Schnitzelwelt,9500,74,2,competition
Schnitzleria,1160,198,2,competition
Pizza Solo Wels,4600,503,2,competition
Da Michele,1070,58,2,competition
Cafe Restaurant Theo,1010,74,2,competition
Kenny's Wien Mitte,1030,8,2,competition
Mr Wen - Mirabellplatz,5020,140,2,competition
Da Zio Gino,6068,201,2,competition
Adelphia,8010,234,2,competition
Pizza Fly,1030,1608,2,competition
Pizzeria David,8330,112,2,competition
Zu den 3 goldenen Kugeln,8041,80,2,competition
Pizzeria Grado,2333,193,2,competition
Odysseus im Grünen Baum,2384,316,2,competition
Hayaci Sushi Bar,1090,187,2,competition
Vip Kebap Pizza Haus,1140,85,2,competition
Burger King,1230,336,2,competition
Trattoria Antica,1090,219,2,competition
Pizza Mann Nightline,1020,947,2,competition
5858 Noodle World,1080,26,2,competition
Il Castello Pizzeria & Restaurant,2500,53,2,competition
LE-SUPERFOOD,8700,340,2,competition
Wasserpark Bistro,1210,52,2,competition
Pizza Randale 1050,1050,28,2,competition
il terrazzo ristorante & pizzeria,6112,961,2,competition
Bödele Alpenhotel,6850,98,2,competition
Zanoni & Zanoni,1010,29,2,competition
Posaune,8010,5,2,competition
Pizza Tyom (Wilhelmsburg),3150,7,2,competition
pizzeriaMalcok,1050,326,2,competition
Da Piero,8020,1491,2,competition
dean & david,1120,34,2,competition
Tabor Kebap,1020,470,2,competition
Marrusch,6020,164,2,competition
Kebap & Pizzahaus,2320,598,2,competition
Pizza Oscar,2344,795,2,competition
Ok's Pizza Plaza,3500,504,2,competition
Ristorante Pizzeria Monte Christo,1190,401,2,competition
La Grotta,6850,723,2,competition
my Indigo RATHAUS,6020,189,2,competition
Semt Pizza Kebap Burger,1120,70,2,competition
Bierstindl,6020,15,2,competition
Neni,1060,119,2,competition
Motelli Pizzeria,1120,106,2,competition
Flojo's,6020,154,2,competition
Weroz Pizza Kebab,6310,109,2,competition
Mr. Kebap,2340,326,2,competition
Fenomen Kebap Pizza,1050,233,2,competition
Akakiko,1220,187,2,competition
Pizza Classic,5020,634,2,competition
The Everest,1040,27,2,competition
Ristorante Spumante,1180,173,2,competition
Mr. Schnitzel und Burger,1100,575,2,competition
Sen Imbiss,6134,396,2,competition
Momoness,6020,90,2,competition
Restaurant Keiner Stuben,1030,11,2,competition
Sphinx- Arabisches Restaurant,8020,8,2,competition
Pasta2go Wien,1090,15,2,competition
Cofeba,8010,15,2,competition
Pizzeria & Kebaphouse,2483,229,2,competition
Kaiser von China,8753,343,2,competition
Subway,1100,156,2,competition
Koo Sushi,1040,15,2,competition
Olive Eat & Drink,1220,292,2,competition
F Restaurant,4063,14,2,competition
Pizzeria Palermo,6020,203,2,competition
Noodle King,1150,10,2,competition
Rayan,1100,125,2,competition
Gasthof Roithner Hof,4050,838,2,competition
Asahii,4040,739,2,competition
Hasay Pizza Kebap,2332,743,2,competition
Casa Milano,4400,1567,2,competition
By Kebap,8045,8,2,competition
Asia Royal asiatisches Restaurant,6116,949,2,competition
Schnitzelkönig,1030,233,2,competition
Pizza & Burger Sattledt,4642,454,2,competition
Die Wirtschaft - Altaussee,8992,5,2,competition
Gasthaus beim Czaak,1010,3,2,competition
Burgerista,4020,939,2,competition
Prager Saloon,1210,178,2,competition
Restaurant Hidori,1070,34,2,competition
Wip's - Soulfood,1120,639,2,competition
Namaste India,5500,31,2,competition
McDonald's®,1010,569,2,competition
Pizzeria La Sena,6600,91,2,competition
La Fenice Ristorante,1010,47,2,competition
La trattoria il castello,6812,261,2,competition
Dada kocht Sushi & Wok,1110,302,2,competition
Kebapworld Pizza,2753,9,2,competition
Pizza Napoli,3300,153,2,competition
Casa Mama,1210,143,2,competition
Gürtel Pizzeria,1170,120,2,competition
Pizza Milano 1210 Wien,1210,195,2,competition
Partyservice Böhle,1230,156,2,competition
Lava Restaurant Holzkohlegrill,3107,410,2,competition
La Gondola,2700,164,2,competition
Sapori d'Italia,1010,48,2,competition
Europa Kebap Pizza,9300,494,2,competition
Nudel & Wok,3500,346,2,competition
Bella Vita by Sunny Indian Restaurant,5020,173,2,competition
NORDSEE,1150,183,2,competition
Chicken House,1050,144,2,competition
KANA,1040,606,2,competition
Pizzeria Ristorante Da Vinci,8750,969,2,competition
Royal Bombay Palace,1160,455,2,competition
Sakura,6900,1792,2,competition
Big Joe Falafel,4020,55,2,competition
Sägewerk Mahü,1060,12,2,competition
Yun,6020,36,2,competition
Pizzeria da Piero,9400,1491,2,competition
Fontana,1130,625,2,competition
Ängus Downtown,4020,104,2,competition
Nalin Kebap und mehr,1160,400,2,competition
Fine Sushihouse,2340,444,2,competition
Damian's,3100,74,2,competition
ACASA,6020,1533,2,competition
Hollywood Pizza & Burger,3500,479,2,competition
Milano,8410,32,2,competition
Aangan,1120,610,2,competition
Easy Kebap,1080,78,2,competition
FuJi,6020,102,2,competition
don - Asia Kitchen to Go,4020,1602,2,competition
Indus,1030,1160,2,competition
Health Kitchen 1070,1070,2,2,competition
Burger Station,1100,1075,2,competition
Zum Hirschenwirt,5020,740,2,competition
Kepi Knittelfeld Kebap & Pizza,8720,92,2,competition
Ristorante Pizzeria Mediterrano,1090,12,2,competition
XXL Grill,1160,381,2,competition
Tohum Imbiss,6330,614,2,competition
Pizzeria Gül,8330,109,2,competition
Casa del Gusto,3452,487,2,competition
An's Kitchen - Vietnam Street Food,1020,861,2,competition
Pizzeria Venezia,1150,9,2,competition
Curry and Co,4020,1592,2,competition
Pizzeria Americano,2560,300,2,competition
Il Pizzano,3720,79,2,competition
Gundis Café & Restaurant,1070,40,2,competition
Gasthof Adler,6951,37,2,competition
Thai Taste Home Cooking,1060,154,2,competition
Bites & Bytes,9020,13,2,competition
Best of Kebab Pizza Burger,9020,205,2,competition
Restaurant Rauchkuchl,4020,513,2,competition
Sultan Pizza & Kebap,8750,330,2,competition
Burger King,8010,304,2,competition
Xing-Long China Restaurant,8700,326,2,competition
Giovanni Pizzeria,3910,89,2,competition
Deno Pizza & Grill,4030,840,2,competition
Gössendorfer Pizza-Burger-Kebaphaus,8077,363,2,competition
Pizzeria Solo del Gusto,3130,599,2,competition
My Schnitzel,7000,84,2,competition
Holzofen Donna Diana,1150,417,2,competition
Pizzeria Pierra,4050,484,2,competition
Bell Amore,1210,159,2,competition
Restaurant Kiwi,3423,395,2,competition
PAN Appetit,1170,610,2,competition
Pizzeria - Ristorante De Milici,1030,331,2,competition
Uncle Van - Steingasse,5020,544,2,competition
Vapiano,1220,398,2,competition
Liebenauer Hof,8010,212,2,competition
City Pizza,8111,996,2,competition
Palazzo,5111,348,2,competition
Lamea Sandwich Corner,6284,70,2,competition
Reason,6112,9,2,competition
Campus Beisl,8010,9,2,competition
Brasserie de la Marie,1060,9,2,competition
Tiroler Weinstube,6020,200,2,competition
Royar,4600,261,2,competition
Bistro Bamiyan,5020,5,2,competition
Ada - Pizza Kebap Haus,4063,259,2,competition
Pizza - Service - Luxor,3500,85,2,competition
Yumi Teppanyaki Dim Sum,1060,84,2,competition
L'Angelo Bello,1220,784,2,competition
Molla Kebap & More,6845,419,2,competition
Two Seasons,5020,447,2,competition
Restaurant zum Goldenen Löwen,1030,9,2,competition
China-Restaurant Gedeihen,1020,553,2,competition
Gösser Bräu Graz,8010,26,2,competition
China Restaurant Reumannplatz,1100,611,2,competition
Wok'in,1130,415,2,competition
Ginger Sushi,1190,383,2,competition
Himalayan Küche,4600,1044,2,competition
McDonald's®,9020,93,2,competition
Jack the Ripperl,4020,352,2,competition
Don Daniele,8020,1508,2,competition
Der Eissalon,8052,9,2,competition
Pizzeria Palermo Linz,4020,7,2,competition
Berliner Döner,6020,132,2,competition
Liu's Asia Küche,4020,212,2,competition
Döblinger Pizzeria,1190,243,2,competition
Stand 12 - weil's Wurscht is,8010,3,2,competition
Türkis Restaurant,1100,237,2,competition
Döneria,9500,167,2,competition
Zum Moghulhof,1070,799,2,competition
Xu - Wok and More,4020,48,2,competition
Hibiskus,5020,53,2,competition
Subway,9020,5,2,competition
Das Grambacher,8074,770,2,competition
Tommy's Sandwich Club,1090,30,2,competition
Pho Lala,1010,269,2,competition
Sofu's place Kebap & Pizza,2284,29,2,competition
Restaurant Pizzeria Tivoli,6791,58,2,competition
Tutti Frutti,9020,14,2,competition
Imbissstube/Bistro Bosporus-Imbiss,6900,451,2,competition
Song Hua Jiang Restaurant,1030,9,2,competition
Perfect Kitchen,1230,1061,2,competition
Bello Cio,3361,190,2,competition
Burger King,8055,203,2,competition
Pizzeria Kem,3100,1232,2,competition
Pizza Day,1100,263,2,competition
Happy Asia,6020,1159,2,competition
La Gondola,1230,251,2,competition
Tick-Tack,8010,654,2,competition
Donburi Asia Cuisine,1020,1562,2,competition
Happy Grill,6850,962,2,competition
Asia Restaurant Hulu,3400,172,2,competition
Deniz Restaurant,3100,77,2,competition
Pizzeria Roma Graz,8010,147,2,competition
Ilufa Sushi & Wok,9020,330,2,competition
Bosner Eck am Schillerplatz,4020,147,2,competition
Akakiko,2351,968,2,competition
Schnellimbiss am Schillerplatz,4020,147,2,competition
Pizzeria Uno Bregenz,6900,862,2,competition
Hühnerparadise I Love Schnitzel,1150,19,2,competition
Rialto Pizzeria JACKSON,2320,322,2,competition
Pizzeria Da Marco,2500,124,2,competition
